Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
Aer Lingus,1,"""its service with a shrug""",18th July 2023,TRUE,"  Please beware that the entertainment system on the St MacDara aircraft Dublin to Orlando is not operational. What that means is that most of the seat screens are not working so even though you have paid a lot of money for your seat you had better have downloaded your own movies/music and games on your own equipment prior to the flight. Also the WIFI is not working. Aer Lingus state that it is a 'compatibility issue' but its actually that the plane is old and most of the equipment such as the controllers for the screens have been broken and not repaired. They are also serving freshly brewed iced coffee just before you land, even if you want hot coffee. All in all its service with a shrug.",A300-300,Couple Leisure,Economy Class,Dublin to Orlando via Cork,Jul-23,1,4,1,3,,,2,no
Aer Lingus,1,"""Very efficient, pleasant staff""",18th July 2023,TRUE,"  Just flown Alicante to Dublin. Very efficient, pleasant staff at check in and on board the aircraft. Even had a yarn with the pilot who did a super soft landing. Highly recommended.",Airbus,Couple Leisure,Economy Class,Alicante to Dublin,Jul-23,3,5,5,5,,,5,yes
Aer Lingus,3,"""delayed by more than an hour""",18th July 2023,FALSE," Depart: delayed by more than an hour, no explanation. In flight: 90 minute flight, paid for extra leg room, not worth it, last off the plane. Shuttle from end of airport to terminal to get bags. Deplaning: They neglected to inform any of us (who waited for an hour) that they had to leave 40+ bags in Southampton, due to overweight on the plane. I was the first bag to be checked in at Southampton and have not yet received my luggage! It's been 3 days, and all I get on the tracer app is, still looking.",,Couple Leisure,Economy Class,Southampton to Dublin,Jul-23,2,2,,4,,,1,no
Aer Lingus,2,"""inefficient with their check in""",15th July 2023,FALSE,"  They're so inefficient with their check in even airport security and marshalls were joking about it. The queue to get checked in was so long as the staff never pitched. The long queue disrupted other airlines from checking their customers through. I will avoid this airline. I booked British Airways, but they seem to codeshare with  Aer Lingus.",,Solo Leisure,Economy Class,Edinburgh to Belfast,Jul-23,3,3,,1,,,2,no
Aer Lingus,1,"""will never fly with them again""",14th July 2023,FALSE,"  Delays leaving Dublin caused us to miss our connection and they did nothing to help book our hotel room in Heathrow for the night. They dodged paying compensation and made it as difficult as possible to file for a reimbursement of out of pocket expenses. Eventually claimed they sent us a check but months on, no check and they refuse to respond to our case claim anymore. Their ¡°refund¡± call center doesn¡¯t actually exist so they can simply ignore your online claims. I suspect we will be left footing the bill at this stage. Feel helpless, Mad as hell and will never fly with them again.",,Couple Leisure,Economy Class,Dublin to London,May-23,2,2,1,1,1,1,1,no
Aer Lingus,1,"""they tell us flight closed""",10th July 2023,FALSE,"  We arrived over 2 hours before our flight was to depart from Dublin to Philadelphia and checked with ticket assistance when we saw a line in ticketing that was very long. The ticketing assistant told us to get in line. No mention of 75 minute flight closing time or that we should go to a ""special flight closing counter"" if the 75 minutes was close to expiring before we got to ticketing counter. We get to ticketing counter and they tell us flight closed, too late. Then when we go back to ticketing assistance counter, they blame us for ""not listening to the announcement"" that the Philadelphia flight was closing. We never heard such and announcement and asked the ticketing assistant why they did not tell us about all of this when we initially approached them and questioned them. They continued to blame us. Very poorly managed airline based on my experience, and the attitude of the employees who dealt with us was not a reflection of poor management.",,Family Leisure,Economy Class,Dublin to Philadelphia,Jul-23,1,1,1,1,1,1,1,no
Aer Lingus,2,"""staff are very rude and unprofessional""",1st July 2023,FALSE,  The staff at Dublin airport are very rude and unprofessional. I was 3 hours early for my flight from Dublin to New York. I needed help at the Dublin airport. I asked 5 different Aer Lingus staff for help and was told 5 different answers. I even spoke to a supervisor who was the worst of all the staff. In the end I missed my flight and had to reschedule. For Dublin to be the home hub for this airline they were the worst people to deal with. The hub in New York at JFK airport was must nicer and professional. The WIFI did not work in the plane and only half of the screens worked. The plane staff even made an announcement about the screens freezing up while watching a movie. The lady in the seat in front of us had a broken seat. It only reclined.,A330,Couple Leisure,Economy Class,Dublin to New York,Jun-23,2,4,4,1,1,1,3,no
Aer Lingus,1,"""a sad excuse for an airline""",30th June 2023,FALSE,"  Aer Lingus is a sad excuse for an airline. Not a single of our four flights was on time. We were almost twelve hours late to Paris and had to sit in the Dublin airport all day. There were no employees available to discuss flight details or compensation for delays. The flights also either said they had Wi-Fi but didn¡¯t, or just said flat out they don¡¯t have Wi-Fi. Disastrous airline and I will never fly with them again. Steer clear.",,Family Leisure,Economy Class,Paris to New York via Dublin,Jun-23,3,4,,1,,1,1,no
Aer Lingus,1,"""Easily one of the worst airlines""",30th June 2023,TRUE,"  Easily one of the worst airlines I have traveled with. First, the connecting flight did not wait for us even if the origin flight arrived at Dublin on time. Ticket purchased at Aer Lingus, so they have the responsibility to await other connecting passengers as all other major airlines do. Second, and surprisingly the most irritating they never answer the phone of respond to emails. I waited for close to an hour on the phone and 1-1/2 hours waiting for an agent on Chat.",,Family Leisure,Economy Class,Naples to Washington via Dublin,Aug-22,2,2,1,3,3,2,3,no
Aer Lingus,1,"""This airline is a joke""",29th June 2023,TRUE,"  Got on the plane and it is so old that there is no USB or outlets. We are burning up because they have no air flow, and we were informed the entertain doesn¡¯t work. It is a 7hr flight. This is outrageous for the price I paid for this ticket. This airline is a joke and I would never recommend it to anyone. First and last time I will fly this airline. ",,Family Leisure,Economy Class,Chicago to Dublin,Jun-23,1,1,1,1,,,1,no
Aer Lingus,1,"""involuntarily denied boarding""",28th June 2023,FALSE,"  We booked our flight 7 months out and checked in 4 hours early. We were involuntarily denied boarding, causing us to lose 2 days of our vacation. They violated federal policy twice by not including a verbal or written reason as to why we were selected for IDB, and by not asking for volunteers to take a later flight in exchange for compensation. We were thankfully refunded the maximum amount for our flights ($1350 each). However, one of the checks bounced, causing us to incur an additional fee from the bank. Customer service hung up on us after an entire hour on hold and then did not call back. We were last told to open a ticket for the bounced check.  We will not be flying with Aer Lingus again.",,Couple Leisure,Economy Class,Boston to Athens via Dublin,Jun-23,1,5,,1,,,1,no
Aer Lingus,9,"""Very positive experience""",27th June 2023,TRUE,"  Cork to Dubrovnik return. Comfortable aircraft , Cork based crews very chatty and engaging. Legroom good. Cheapest fare allows 10kg checked luggage. This means very few suitcases on board. No fighting for locker space so no mad rush for boarding. Very positive experience at a very good price.",A320,Family Leisure,Economy Class,Cork to Dubrovnik,Jun-23,4,5,,4,,,5,yes
Aer Lingus,1,"""customer service is non existent""",25th June 2023,FALSE, If you have to book with them and have no other option please consider buying air tags and if you are traveling with someone make sure you mix the clothing and belongings so that you don¡¯t end up having to buy an entire new closet for your trip. They lost our luggage and it¡¯s been 4 days now without our stuff and the customer service is non existent. I think that maybe a group of mice could better figure out how to locate a lost bag better than these humans. I will never fly with them again and will warn others in the NYC area to do the same.,,Couple Leisure,Economy Class,New York to Naples via Dublin ,Jun-23,1,1,1,1,1,1,1,no
Aer Lingus,1,"""not had a refund 18 months later""",20th June 2023,TRUE,"  Had booked back 2021 to fly from Manchester to New York via Dublin in September of that year, Aer Lingus then cancelled the flight from Manchester to Dublin and we changed to the direct service that was due to start in November 2021 which was also later cancelled. We opted for a refund and after hundreds of emails and phone calls I have still not had a refund 18 months later. This airline is useless and will never fly with them again!",,Couple Leisure,Economy Class,Manchester to New York JFK,May-23,1,1,,1,,,1,no
Aer Lingus,1,"""ashamed and embarrassed""",18th June 2023,TRUE," A lovely flight from Dublin to San Francisco - could not fault it. Things went rapidly downhill after that, and Aer Lingus complete lack of regard for paying customers became all to apparent. Our luggage went missing and Aer Lingus have been rude and unhelpful. As a customer I am so disappointed in the customer service provided by my national airline. As an Irish person I'm ashamed and embarrassed to think that other people may be subjected to this treatment. This is not the image I want my national airline to be portraying of Ireland and Irish people. We have a short six day holiday in San Diego; Day 1 is now gone because of Aer Lingus complete and total lack of regard and concern for paying customers. We paid €2808.50 for our flights (2 people) and it is disgusting to think that once they got our money they no longer care. Shame on you Aer Lingus.",A330,Solo Leisure,Economy Class,Dublin to San Francisco,Jun-23,3,5,5,1,3,1,1,no
Aer Lingus,1,"""Lost luggage nightmare""",17th June 2023,FALSE," WORSE THAN SPIRIT AIRLINES! Lost luggage nightmare! This is easily the worst and least helpful airline I¡¯ve ever dealt with. I¡¯d even recommend Spirit Airlines over Aer Lingus. They lost our bags on our recent trip and have no desire to help us get them back. Their customer service is a joke and they are incapable of providing any answers to help us understand when we can expect the bags. Besides this nightmare we¡¯ve experienced, the planes are also small and uncomfortable. Will never fly with them again!",,Couple Leisure,Economy Class,Washington to Naples via Dublin,Jun-23,1,1,1,1,1,1,1,no
Aer Lingus,7,"""would certainly use them again""",14th June 2023,TRUE," Our outbound flight was excellent with no issues and on 10 June for our return flight, I have one big issue and some niggles. For the whole flight, the cabin crew locked off one of the two available toilets. There was nothing wrong with it as the cabin and flight crew used it. Keeping a toilet exclusively for crew use is, in my view, unacceptable. The seat on the A330 is comfortable and I had the best 4 hours of continuous sleep I have ever had in the air. The food offering was, for me, poor except for the snack just after take off with the first drink service. It comprised a pack of five mini, savoury biscuits and a little tub of onion chutney to dip, both of which were delicious and very different from the nuts or pretzels others offer. On the outbound flight, we were offered the traditional juice or champagne prior to take off but no attempt was made to offer this on the inbound flight. The Asian-style beef at dinner had little of the Orient about it. I didn't try the dessert or either of the starters. IFE was available but very limited choice compared to many other carriers. Finally the complimentary wi-fi was somehow not available on this leg but you could pay. Outbound no problem a voucher was given shortly after boarding. Okay, quite a bit of whinging there, and apart from the very comfortable seat the only other positive was that despite delayed take off on both legs the plane arrive on time or a little early. I would certainly use them again for this route though as too few Manchester to the USA options are available.",A330,Couple Leisure,Business Class,New York JFK to Manchester,Jun-23,5,4,3,5,2,1,4,yes
Aer Lingus,2,"""Never again will I fly Aer Lingus""",14th June 2023,TRUE,"  We booked a ten-day tour of Ireland thru Trafalgar Tours. The tour started 19 May 2023. We wanted to arrive early and see some of Dublin before the tour started so we booked an Aer Lingus flight from Orlando Florida to Dublin on the 17th of May. Our flight was due to depart at 8:30 PM and arrive in Dublin at 9:30 AM on the 18th of May. (Aer Lingus Flt. 120). We were told that the incoming equipment had been delayed and that we would depart at 9:30 PM. The incoming aircraft arrived shortly after 9 PM followed by a fire truck! We were told we would depart at 10;30 then, 11:30. this went on till 2 AM on the 18th. They said the flight was canceled, but we would be boarded in the morning as soon as the aircraft was repaired. Imagine 300 people scrambling to get their checked luggage and make their way to the check in desk to get a hotel voucher (we found out that they booked the hotel rooms at 9:00 PM that night), madness. We got to the hotel at 4:30 AM. We had three hours sleep and returned to the airport to see if our plane had been repaired, it hadn't. we were told we would be boarding Aer Lingus flight 34 for Manchester, England at 5:45 PM. We arrived in Manchester at 7:20 AM on the 19th of May. Our connecting flight (Aer Lingus 3327) to Dublin did not leave till 5:45 PM that night. We arrived in Dublin at 6:40 PM. We arrived 33 hours late. We had paid for a hotel room in Dublin for the night of the 18 that we didn't get to use, and we missed the complete first day of our tour. We filed a claim with Aer Lingus for $ 600 each for me and my wife per EU rules. We also asked for $220 for the hotel room we had paid for, $174 for meals and $800 for the first day of the tour that we missed out on. They have offered us $147 in total compensation although they are responsible for our losses. Never again will I fly Aer Lingus or say a good word about them. ",A330,Family Leisure,Economy Class,Orlando to Dublin,May-23,3,4,4,3,4,4,2,no
Aer Lingus,3,"""Aer Lingus the new Ryanair""",13th June 2023,FALSE,"  Had a connecting flight from Heathrow to Shannon. Flight was suddenly cancelled. I was told very rudely, you have 2 options, sit in the airport for 17 hours until tomorrow or move to Dublin. But you will then have to have a 3 hour bus journey to Shannon. What is so frustrating is this is a very regular occurrence, receive no apologies, then was made sit on the runway for 2+ hours without being able to purchase so much as a chocolate bar. I have been running from gate to gate like a headless chicken and have has no time to stop for some food. I'm starving. ""No we cannot give you anything to eat/buy until we are in the air"". Waited ages for flight then bus to take off, rushed again, no toilet on bus or time to run to shop. No where to charge phone to arrange a lift. 3 hour cold bus journey starved after that. Awful experience, will never fly Aer Lingus again. Obvious lies all the time, excuses for everything that were not even good ones. We got a free plastic glass of water from a 2 litre bottle and at no stage when people complained did anyone say 'Sorry'. Ryanair has become the new Aer Lingus and Aer Lingus the new Ryanair. Lots of extras costs to be as a result. Aer Lingus will regularly cancel Heathrow to Shannon on a Monday if the flight is not full to save them some $. Unethical!",,Business,Economy Class,London Heathrow to Shannon,Jun-23,1,1,1,1,,,1,no
Aer Lingus,1,"""didn't deliver what I paid for"" ",13th June 2023,FALSE,"?I booked round-trip from Boston (BOS) to Amsterdam (AMS). Then I paid $500 extra to change to round-trip from Hartford (BDL) to Amsterdam (AMS) when Aer Lingus started flying out of BDL. Six hours before the flight, Aer Lingus cancelled BDL and had me fly out of BOS. I asked them to change the return flight to BOS since my car would be parked there. They said that would be another upcharge, which I refused. I requested a refund of the $500 since they didn't deliver what I paid for. They rejected the request. So on top of the $500, I had to buy an Amtrak ticket from Hartford to Boston to get my car and pay for two extra days of parking at BOS. This is unacceptable. I urge anyone considering Aer Lingus to reconsider.",,Family Leisure,Economy Class,Boston to Amsterdam via Dublin ,Mar-23,3,3,3,1,3,1,1,no
Aer Lingus,1,"""absence of an apology""",11th June 2023,TRUE,"  On May 6 flight , I was flying in Business Class from Dublin to Boston. I had expected an exceptional level of service, comfort, and attention to detail. Regrettably, my experience fell far short of these expectations. when I received my meal onboard. To my dismay, I discovered a disturbing bug in one of the dishes. This discovery was not only highly unappetizing but also raised serious concerns about the hygiene and quality control standards. Such a glaring oversight in food preparation is simply unacceptable. What adds insult to injury is the complete lack of acknowledgment or apology from any representative of the airline. I was astounded by the disregard for customer satisfaction and the absence of any effort to rectify the situation or offer an explanation. The absence of an apology or any form of follow-up after such a distressing incident further compounds my disappointment.",,Business,Business Class,Dublin to Boston,May-23,1,1,1,1,,,1,no
Aer Lingus,7,"""have concerns over the baggage fees""",4th June 2023,TRUE,  Aer Lingus ¨C Flight E1 178 on 4th June 2023. Dublin to London Heathrow. I shall start this review by firstly referring to the online booking experience. While the website is clear the added on fees such as seat selection and charges for baggage leave a bitter taste. I was livid to see that some passengers brought aboard bags larger than the one I paid to have in the hold based on the online information. Boarding was not efficient as there was no priority boarding for needy categories of passengers. Moreover the person checking & scanning the boarding pass did not even make eye contact and was using her mobile phone with one hand while scanning boarding passes with the other! This is unprofessional and something I have not seen before! Most of the cabin crew had a low profile with the exception of one very hard working lady who went above and beyond to assist and elderly couple. It was nice that some announcements were made in the Irish language as well as in English. The flight arrived ahead of schedule and disembarkation was efficient but again cabin crew other than the same hard working lady were invisible. The flight was operated by an A320 neo. This was ideal for such a short but very busy flight. The captain made clear announcements and safety was taken seriously. I would use Aer Lingus again but have concerns over the baggage fees.,A320 neo,Solo Leisure,Economy Class,Dublin to London,Jun-23,5,2,,2,,,3,yes
Aer Lingus,1,"""this airline is horrible""",28th May 2023,TRUE,"  They didn¡¯t put our golf clubs on our flight on both legs to and from Edinburgh to Dublin. They lied and said they were on the flights when asked. We watched them unload them. We took photos of this. We had AirTags in our bags and were able to track. They constantly lied to us about them looking for them. They make you fill out a report and you never hear from them again. Through a third party we were able to have our clubs picked up, without the airline even knowing. The customer service staff is ignorant and unhelpful. Very unprofessional all the way the senior person who just couldn¡¯t be bothered and didn¡¯t care. There were 8 of us and this happened to 7 of 8. Worst flying experience. Everyone we spoke to in Edinburgh said this was a regular occurrence with this airline. If we didn¡¯t have the AirTags we would have been out our clubs. Find another option, this airline is horrible.",,Business,Business Class,Edinburgh to Toronto via Dublin,May-23,2,1,1,1,1,1,1,no
Aer Lingus,3,"""My flight was delayed by 3 hours""",28th May 2023,TRUE,"  My flight was delayed by 3 hours which made me miss my bus home which is 4 hours from Dublin. I then had to wait an hour after arriving in Dublin to get another bus that wasn¡¯t even going to my home, it stopped 40 mins away so I had to arrange for someone to pick me up from there. I¡¯m very disappointed with there service and have never been as stressed in my life and I didn¡¯t think I was going to make it home.",,Solo Leisure,Economy Class,Edinburgh to Dublin,May-23,4,5,1,4,,,4,no
Aer Lingus,2,"""over 12 hours of delay""",27th May 2023,TRUE,"  Our flight from Chicago to Dublin was delayed and our connecting flight to Z¨¹rich did not wait in Dublin. No big deal, we thought. Usually airlines would route us to the final destination without much fuss. Not the case with aer Lingus. Aer Lingus doesn¡¯t have relationship with most major airlines. So you are presented with very limited choices. Our best case alternative routing presented was over 12 hours of delay from the original time. We even asked for a direct connection the next day but they didn¡¯t have flights to Z¨¹rich on Sunday. So the next flight was two days away. We took the alternate route they provided. We were not provided any compensation or voucher.  We had to take the checked bags out at Ireland and go through immigration to get the rebooking done and had to check in afresh again. They provided boarding passes only until Amsterdam and not to the final destination Z¨¹rich. The baggage tag was also to Amsterdam. I raised concern over that. The agent said we should collect our bags again at Amsterdam and recheck and collect boarding passes at Amsterdam at KLM counter. The flight to Amsterdam was delayed by two hours. When we reached Amsterdam, we had to go through immigration and collect the bags again. We did that and when we went to check in the bags, we were told that their system doesn¡¯t show that we paid for the bags and we have to pay again. We paid for 30 kg check in bags. Due to Aer Lingus's fault, we now have to pay again for the baggage (55 euro) and an excess baggage fee of 75 euro. Not only that, we had to visit six different counters to get this issue resolved. We spent well over four hours going from counter to counter with kids and bags. Klm staff asked us to pay them and seek reimbursement from aer lingus. When we contacted aer Lingus via them WhatsApp business account, they asked to register a case at their website and provided a link. After filling out all the details meticulously, the form crashes with a server error. Wow. Please don¡¯t ruin your trip / vacation flying Aer Lingus.",,Family Leisure,Economy Class,Chicago to Zurich via Dublin,May-23,4,3,3,1,3,3,2,no
Aer Lingus,1,"""Amazing customer service""",24th May 2023,TRUE, Amazing customer service at the gate. I missed my original flight though my own error and the gentleman at the gate couldn¡¯t have been nicer put me on the next flight to London with no hesitation and no judgement. I¡¯m so appreciative to have been treated this way. Thank you Aer Lingus.,,Business,Economy Class,Dublin to London,May-23,5,5,,5,,,5,yes
Aer Lingus,1,"""our luggage has not been located""",23rd May 2023,FALSE," There are lots of choices when booking a flight. We happened to be celebrating a milestone wedding anniversary and booked a trip to Italy. The flight itself was fine. We arrived at the airport in Naples and were the only passengers on a flight of 300+ people to be standing at the baggage carousel when it shut down because all the bags had been picked up by the passengers except for us. Our bags were missing. So now we head over to the missing baggage window and fill out a missing baggage claim form. This is Sunday morning. We make our way to the hotel with the clothes on our back for a week long stay to celebrate our anniversary not sure where our luggage is. We are tired. We have been on two flights for 10 hours. We wake up the next morning and put on the same clothes we arrived in to get breakfast. Never mind that there are new outfits in our luggage that we purchased for this trip that are floating around somewhere. After calling Aer Lingus multiple times and being told our luggage is out for delivery, we logged on to their missing baggage website only to learn our luggage has not been located yet in spite of Aer Lingus agents lying and telling us on the phone our bags were on the way. Was this so we wouldn¡¯t go out and purchase necessary items to change into to keep Aer Lingus lost baggage costs lower. We are now in our 3rd full day in Italy and Aer Lingus still stands by their claim that one bag is out for delivery, when the truth of the matter is they can¡¯t specify where it is en route. This saga will probably continue for us long after we depart Italy in two days. To add insult to injury, Aer Lingus cannot tell us what is acceptable and necessary that we can purchase while we wait hopelessly for our luggage. Talk about being given the run around, reading from a computer screen that the bags are in route, escalating our calls to supervisors who only read the same script on a screen. My Advice to Everyone out there - DO NOT BOOK YOUR FLIGHT through Aer Lingus if you value the peace of mind that you are entrusting a company that values it¡¯s customers and will make a sincere effort to correct an error in a timely and honest manner. Let¡¯s face it, a lot of people are like us, we don¡¯t travel all the time, we spent thousands of hard earned dollars, and to be in Europe for going on four days in the same skivvies we arrived in should not be tolerated by customers - so book with another airlines if you value peace of mind.",A330,Couple Leisure,Economy Class,Boston to Naples via Dublin,May-23,3,4,4,1,1,1,3,no
Aer Lingus,8,"""I am happy to spend money with them""",19th May 2023,FALSE,"  I travel a lot for my job and have lived in several different countries and so regularly use many different airlines. Although Aer Lingus are not always perfect, in my opinion they are one of the better and more reliable airlines today. They are reasonably quick to refund when there has been a problem, reasonably fair in their assessments of grievances and generally better at professional communication than most. There's definitely room for improvement but overall I am happy to spend money with them as I have seen they care about the quality of their services when it matters the most, i.e. when there has been a problem.",,Business,Premium Economy,Dublin to Geneva,May-23,3,4,4,4,3,3,4,yes
Aer Lingus,1,"""we are left to our own devices""",18th May 2023,TRUE," Welcome to post covid travel! I can accept many things, especially because of covid. Airline flights cancelled, lack of full staff, the list goes on. So, for this summer expect a whole lot of cancelled flights. So lets look at what a cancelled flight looks like in this post covid era. First off you'll get a message that your flight is delayed. Ok, so we'll just hang out in the club lounge a little longer, have a bite to eat, a beverage and just relax. Maybe an hour later check on how the flight is going and oh my! The gate looks like a scene at a border crossing: Its humid, its hot, there are people laying on the ground, babies are crying. Real hell on earth...well back to club for me! Then 3 hours after our plane should have left they announce flight cancelled. I go the gate and again see a scene of human misery, that's passengers I'm talking about, not Aer Lingus employees, they've booked it for the exits and gone home (probably high-fiving each other with, 'great job today!'). So we are left to our own devices and somehow all wonder to check-in like zombies out of a horror film (and the babies are still crying). An hour passes (it's now 10pm and we have been at the airport since 3pm) and word filters down that our luggage is in baggage claim. Off we all go to pick up our luggage (picture zombies trudging with a suitcase (and I wonder how those zombies with babies picked up their luggage?) Again we are at check-in with no Aer Lingus staff. Finally at 11pm someone who is not Aer Lingus starts to sort through this misery and give us direction, hotel, call this number, etc. And now for the zinger, not once, not at any time did any Aer Lingus staff show any humanity for the 3 or 6 month old babies that were crying. I saw one mother patiently comforting her baby in stoic solitude, showing her character and instilling in her baby what true character is. This is what I saw and learned that night and what I saw from Aer Lingus? Not a damn thing!",,Couple Leisure,Business Class,San Francisco to Dublin,May-23,3,1,1,1,,,4,no
Aer Lingus,3,"""shoddy customer service""",18th May 2023,TRUE,"  The security is amazing so quick it's almost worth the way you are treated on the flight, almost. Going from Dublin to LA we had a engine fault. Totally get it - it could happen to any good airline. We were trapped on the flight for one and a half hours before air conditioning could be turned on. Then we were freezing. After a two hour delay we were off. This was my first long haul with Aer Lingus post covid - a lot has changed. The bar came round once! What you are not told is there is no complementary wine with your meal just a tiny tiny cup of water. Luckily for me I ordered two drinks to see me through to past dinner. Food was OK - as soon as dinner was served the cabin staff disappeared and I mean disappeared! I found them all about 5 hours later literally hiding in the galley. I asked if I could purchase a bottle of water ( gone are the heady days when someone quietly came round the cabin asking if anyone required water on an 11 hour flight) no we have no bottles I was told. Some one took pity on me and gave me one from business class. As a walked back to my seat clutching my bottle other travellers gasped with cracked lips ""where did you get that"" that was going to LA on way back exactly the same issues only I told the line to buy water before boarding. We landed in Dublin to something described as a breakfast burrito (it was hell on earth) and to add insult to injury we were not even offered a coffee! Shame on you Aer Lingus, shoddy shoddy customer service - in case anyone is wondering it was a ¡ê750 ticket. This is definitely what I would call a no frills air line. Funnily enough I was offered a coffee to purchase from Dublin to Edinburgh. Too little too late absolutely shameful.",,Solo Leisure,Economy Class,Los Angeles to Dublin,May-23,3,1,1,3,4,2,2,no
Aer Lingus,3,"""I felt like I was in economy""",17th May 2023,TRUE," Never again. Paid megabucks for business class. No welcome on board drinks, e.g. champagne, orange etc offered. No drinks trolley coming round offering drinks throughout the flight, the only drink I was offered was with my meal. No duty free offered. No food came around until about one hour into the flight, it seemed as though they heated one meal at a time. Slow is an understatement. On our outward flight, of the 30 seats in business class, there were only 13 seats occupied, yet I still could not have the meal I wanted as they had run out? Food was bland and uninteresting. The staff seemed to be just doing as little as possible, not interested, not friendly at all to anyone really. Got a code for free wifi in Business Class, it did not work, so no free wifi. At JFK when we were boarding our flight, which was delayed by an hour and forty minutes, a ground crew member attempted to open the barrier to allow economy class ticket holders with buggy/prams to board before anyone else did, until another staff member told her that business class passengers should be boarding first. Apart from the roomy and comfortable seat, I felt like I was in economy. Note to Aer Lingus....take some lessons from Virgin and BA, they are not brilliant but miles better compared to the joke that is Aer Lingus. I will not be flying in business or any other seats with them ever again.",A330,Business,Business Class,Manchester to New York JFK ,May-23,3,2,2,2,3,1,2,no
Aer Lingus,3,"""ground crew was rude beyond imagination""",14th May 2023,FALSE,"  They have gone downhill since Covid. I used to be happy with Aer Lingus pre Covid. But now this airline is a complete waste of money and time. The plane was dirty. The tables have not been cleaned, butter and coke was sticking on it. There was no pocket on the seat. But the biggest failure were the staff at Dublin airport. The ground crew was rude beyond imagination.  The woman at the gate yelled at me and others, ripped my boarding pass out of my hand and was really disrespectful. That was not what I was paying for. The other staff were fairly disinterested in service of any kind. Felt like they have a miserable job so anyone else should have to suffer. This was the last time for me traveling with Aer Lingus. There is no value traveling Aer Lingus anymore and I strongly recommend choosing a proper airline. Sorry Aer Lingus, but it is in your hands.",A320,Family Leisure,Economy Class,New York to Frankfurt via Dublin,May-23,2,3,2,1,3,,2,no
Aer Lingus,1,"""complete rudeness in general""",12th May 2023,TRUE," Complete dog water brain of an airline. Unprofessional ground AND air staff. User interface on airline app is shocking. Completely unprofessional behaviour of staff. Treat customers like cattle on the airplane. Literally had a stewardess push her whole body behind me saying 'please quickly take your seat' when there was clearly other passengers in front of me. Ground staff - on top of being completely incompetent, always have a 'I hate my job and my life so everyone else has to be miserable too' type attitude. Completely disregard customer personal space and complete rudeness in general. DO NOT RECOMMEND",,Solo Leisure,Economy Class,Berlin to Dublin,May-23,2,1,1,1,,,1,no
Aer Lingus,1,"""Cabin crew and boarding team are not professional""",10th May 2023,TRUE," Crew in the airport were not helpful at all, I arrived to the airport 1h before my flight on 10/5/2023 because of an emergency, but the Aer Lingus boarding staff in Dublin airport terminal 2 didn¡¯t understand or try to help even though I had no bag to check in, basically all I had to do is to head directly to the plane, but he didn't want that to happen. I had to pay 300GBP extra to buy a new ticket and the new flight got delayed. Cabin crew and boarding team are not professional at all, rude and not helpful. Not recommend at all and you can¡®t compare them with any other respected air lines like Emirates or Qatar.",A320,Solo Leisure,Economy Class,Dublin to London,May-23,1,1,1,1,1,1,1,no
Aer Lingus,1,"""Very pleasant staff""",8th May 2023,TRUE,"  Just flown Dublin to Alicante. Couldn't find a fault. Very pleasant staff on ground and in the air, but I still think hold luggage costs are are pure theft.",Airbus,Couple Leisure,Economy Class,Dublin to Dublin via Alicante airport,May-23,2,5,2,5,,,5,yes
Aer Lingus,3,"""they've gone so downhill"" ",1st May 2023,FALSE,"  I use to recommend Are Lingus pre covid they had amazing customer service. After COVID they've gone so downhill that it is insane! I flew with them last summer our flights were an absolute mess! They rearranged our seats without our permission, contacted them and were told it was fixed back took hours but it was fine. Ended up being rearranged again again without our permission again had to call in and were told it was fixed. When we arrived in Dublin for our transfer one of the family members was put on a completely different flight at a completely different time. The staff in Dublin were rude, they said there was nothing they could do at the gate and we'd have to leave the gate and go to the main desk at the office. After waiting for almost 2hrs because two other non-related flights got cancelled and they only had two people working the desk we were told there was nothing they could do and they don't know why one person was switched even though we had our email confirmations and they could see all the previous flights made. I followed up with their customer service team because this was ridiculous after months they offer a mediocre voucher for our experience. It is been 7 months and I've yet to see this voucher. I've called multiple times and each time they say there's an open case but no supervisor is available to address it at the moment and they'll leave a note on the file.",,Family Leisure,Economy Class,Toronto to London via Dublin,Aug-22,4,4,4,1,4,2,3,no
Aer Lingus,1,"""the online booking is a joke""",27th April 2023,FALSE,"  I am flying in May, but after dealing with the airline I have great doubts about it. First off the online booking is a joke because they do not update their fares so by the time (5 minutes) you try to pay...you are unable to. Then you try to do it via the phone and all you get are non native English speaking ""service reps"", who can not understand you and you can't understand them (FYI I flew as a second office on a regional so I know my diction is good). I am fully expecting the same on the flight.",A330,Solo Leisure,Economy Class,Hartford to Dublin,Apr-23,1,1,,1,,,1,no
Aer Lingus,9,"""announcement spoken too rapidly"" ",15th April 2023,FALSE,"  Very efficient, friendly. Only comment I would like to make is that the announcements by Cabin Crew were not clear. Each announcement was spoken too rapidly. As if there was a race on.! No sense of style. Just rush, rush, rush. Diction was very difficult to understand, particularly with male cabin crew on London /Shannon. Each word rushed into next. Just could not decipher what was being said. The spoken word can be beautiful, even if it is an instruction. A few seconds to pronounce what one is saying can make a difference I believe. ",,Solo Leisure,Economy Class,London Heathrow to Shannon,Apr-23,5,4,3,5,,,5,yes
